Material,Publications,Crystal System,Space Group,Calculated Band Gap,superconduct,conduct,resist,metal,insulator,doped,ferromagnetism,antiferromagnetism,ferrimagnetism,magnet,\d K,DFT,DMFT,charge density wave,band structure,susceptibility,NMR,nuclear magnetic resonance,neutron,mu-SR,x-ray
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A887"",""V4FeO12"")",0,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","5, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A891"",""V2FeO6"")",0,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","15, 15, 15, 15, 15, 15","1.7192, 1.7192, 1.7192, 1.7192, 1.7192, 1.7192",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A895"",""V3FeO8"")",0,"triclinic, monoclinic, triclinic, triclinic, monoclinic, triclinic, triclinic, monoclinic, triclinic, triclinic, monoclinic, triclinic, triclinic, monoclinic, triclinic, triclinic, monoclinic, triclinic","1, 8, 2, 1, 8, 2, 1, 8, 2, 1, 8, 2, 1, 8, 2, 1, 8, 2","1.2565, 0.3902, 0.7163, 1.2565, 0.3902, 0.7163, 1.2565, 0.3902, 0.7163, 1.2565, 0.3902, 0.7163, 1.2565, 0.3902, 0.7163, 1.2565, 0.3902, 0.7163",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A899"",""VFeO4"")",0,"orthorhombic, orthorhombic, triclinic, orthorhombic, orthorhombic, triclinic, orthorhombic, orthorhombic, triclinic, orthorhombic, orthorhombic, triclinic, orthorhombic, orthorhombic, triclinic, orthorhombic, orthorhombic, triclinic","74, 63, 2, 74, 63, 2, 74, 63, 2, 74, 63, 2, 74, 63, 2, 74, 63, 2","1.7642, 1.8223, 2.0493, 1.7642, 1.8223, 2.0493, 1.7642, 1.8223, 2.0493, 1.7642, 1.8223, 2.0493, 1.7642, 1.8223, 2.0493, 1.7642, 1.8223, 2.0493",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A903"",""V5FeO12"")",0,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","5, 5, 5, 5, 5, 5","0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A907"",""V16FeO41"")",0,"orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic","25, 25, 25, 25, 25, 25","0.1436, 0.1436, 0.1436, 0.1436, 0.1436, 0.1436",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A911"",""V3Co"")",7,"0, 0, 0, 0, 0, 0","625530, 625530, 625530, 625530, 625530, 625530","102716, 102716, 102716, 102716, 102716, 102716","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A913"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A914"",""1"")",,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A915"",""1"")",,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A916"",""1"")",,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A919"",""VCo3"")",22,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","654804, , 654804, , 654804, , 654804, , 654804, , 654804, ","625533, , 625533, , 625533, , 625533, , 625533, , 625533, ",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A921"",""2"")",,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A922"",""1"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A923"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A924"",""1"")",,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A927"",""V2Co3O8"")",0,"orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic","64, 64, 64, 64, 64, 64","1.741, 1.741, 1.741, 1.741, 1.741, 1.741",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A931"",""V3Co5O16"")",0,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","8, 8, 8, 8, 8, 8","0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A935"",""V2Co2O7"")",0,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","14, 14, 14, 14, 14, 14","1.8291, 1.8291, 1.8291, 1.8291, 1.8291, 1.8291",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A939"",""V5CoO15"")",0,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","5, 5, 5, 5, 5, 5","0.613, 0.613, 0.613, 0.613, 0.613, 0.613",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A943"",""V2CoO6"")",0,"triclinic, monoclinic, monoclinic, triclinic, triclinic, monoclinic, monoclinic, triclinic, triclinic, monoclinic, monoclinic, triclinic, triclinic, monoclinic, monoclinic, triclinic, triclinic, monoclinic, monoclinic, triclinic, triclinic, monoclinic, monoclinic, triclinic","1, 15, 12, 2, 1, 15, 12, 2, 1, 15, 12, 2, 1, 15, 12, 2, 1, 15, 12, 2, 1, 15, 12, 2","1.4907, 2.0888, 2.0122, 1.5745, 1.4907, 2.0888, 2.0122, 1.5745, 1.4907, 2.0888, 2.0122, 1.5745, 1.4907, 2.0888, 2.0122, 1.5745, 1.4907, 2.0888, 2.0122, 1.5745, 1.4907, 2.0888, 2.0122, 1.5745",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A947"",""V5CoO12"")",0,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","5, 5, 5, 5, 5, 5","0.0448, 0.0448, 0.0448, 0.0448, 0.0448, 0.0448",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A951"",""V2CoO4"")",0,"cubic, cubic, cubic, cubic, cubic, cubic","227, 227, 227, 227, 227, 227","0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A955"",""VCoO4"")",1,"orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic","62, 63, 74, 62, 63, 74, 62, 63, 74, 62, 63, 74, 62, 63, 74, 62, 63, 74","0.2601, 0.6005, 0.3679, 0.2601, 0.6005, 0.3679, 0.2601, 0.6005, 0.3679, 0.2601, 0.6005, 0.3679, 0.2601, 0.6005, 0.3679, 0.2601, 0.6005, 0.3679",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A959"",""VCo3O8"")",0,"hexagonal, hexagonal, hexagonal, hexagonal, hexagonal, hexagonal","186, 186, 186, 186, 186, 186","0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A963"",""V3CoO8"")",0,"monoclinic, orthorhombic, monoclinic, triclinic, monoclinic, orthorhombic, monoclinic, triclinic, monoclinic, orthorhombic, monoclinic, triclinic, monoclinic, orthorhombic, monoclinic, triclinic, monoclinic, orthorhombic, monoclinic, triclinic, monoclinic, orthorhombic, monoclinic, triclinic","4, 45, 8, 1, 4, 45, 8, 1, 4, 45, 8, 1, 4, 45, 8, 1, 4, 45, 8, 1, 4, 45, 8, 1","1.4267, 1.8485, 0.6205, 1.1212, 1.4267, 1.8485, 0.6205, 1.1212, 1.4267, 1.8485, 0.6205, 1.1212, 1.4267, 1.8485, 0.6205, 1.1212, 1.4267, 1.8485, 0.6205, 1.1212, 1.4267, 1.8485, 0.6205, 1.1212",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A967"",""VNi3"")",6,"0.0074, 0.0074, 0.0074, 0.0074, 0.0074, 0.0074","647033, 647033, 647033, 647033, 647033, 647033","105442, 105442, 105442, 105442, 105442, 105442",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A969"",""3"")",,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A972"",""VNi2"")",8,"0.0035, 0.0035, 0.0035, 0.0035, 0.0035, 0.0035","105441, 105441, 105441, 105441, 105441, 105441",", , , , , ",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A974"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A975"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A976"",""1"")",,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A979"",""V3Ni"")",3,"0, 0, 0, 0, 0, 0","647028, 647028, 647028, 647028, 647028, 647028",", , , , , ",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A983"",""V2Ni3O8"")",0,"orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic","64, 64, 64, 64, 64, 64","2.5708, 2.5708, 2.5708, 2.5708, 2.5708, 2.5708",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A987"",""V2Ni2O7"")",0,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","14, 14, 14, 14, 14, 14","2.6664, 2.6664, 2.6664, 2.6664, 2.6664, 2.6664",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A991"",""V9NiO15"")",0,"triclinic, triclinic, triclinic, triclinic, triclinic, triclinic","2, 2, 2, 2, 2, 2","0.7252, 0.7252, 0.7252, 0.7252, 0.7252, 0.7252",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A995"",""V8Ni2O15"")",0,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","15, 15, 15, 15, 15, 15","0.1131, 0.1131, 0.1131, 0.1131, 0.1131, 0.1131",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A999"",""V2NiO6"")",0,"monoclinic, triclinic, triclinic, monoclinic, triclinic, triclinic, monoclinic, triclinic, triclinic, monoclinic, triclinic, triclinic, monoclinic, triclinic, triclinic, monoclinic, triclinic, triclinic","15, 1, 2, 15, 1, 2, 15, 1, 2, 15, 1, 2, 15, 1, 2, 15, 1, 2","2.691, 1.7371, 2.1115, 2.691, 1.7371, 2.1115, 2.691, 1.7371, 2.1115, 2.691, 1.7371, 2.1115, 2.691, 1.7371, 2.1115, 2.691, 1.7371, 2.1115",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1003"",""V3NiO8"")",0,"triclinic, monoclinic, triclinic, monoclinic, triclinic, monoclinic, triclinic, monoclinic, triclinic, monoclinic, triclinic, monoclinic","1, 8, 1, 8, 1, 8, 1, 8, 1, 8, 1, 8","1.1928, 0.6744, 1.1928, 0.6744, 1.1928, 0.6744, 1.1928, 0.6744, 1.1928, 0.6744, 1.1928, 0.6744",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1007"",""V11NiO18"")",0,"triclinic, triclinic, triclinic, triclinic, triclinic, triclinic","1, 1, 1, 1, 1, 1","0.6177, 0.6177, 0.6177, 0.6177, 0.6177, 0.6177",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1011"",""VCu3O4"")",0,"tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal","121, 121, 121, 121, 121, 121","0.1009, 0.1009, 0.1009, 0.1009, 0.1009, 0.1009",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1015"",""V2Cu3O8"")",0,"triclinic, monoclinic, triclinic, monoclinic, triclinic, monoclinic, triclinic, monoclinic, triclinic, monoclinic, triclinic, monoclinic","2, 14, 2, 14, 2, 14, 2, 14, 2, 14, 2, 14","0.0049, 0.3292, 0.0049, 0.3292, 0.0049, 0.3292, 0.0049, 0.3292, 0.0049, 0.3292, 0.0049, 0.3292",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1019"",""V6Cu11O26"")",0,"triclinic, triclinic, triclinic, triclinic, triclinic, triclinic","2, 2, 2, 2, 2, 2","0.0037, 0.0037, 0.0037, 0.0037, 0.0037, 0.0037",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1023"",""V2(CuO2)5, V2Cu5O10"")",1,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","14, 14, 14, 14, 14, 14","0.018, 0.018, 0.018, 0.018, 0.018, 0.018",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1027"",""VCuO3"")",0,"triclinic, trigonal, triclinic, trigonal, triclinic, trigonal, triclinic, trigonal, triclinic, trigonal, triclinic, trigonal","1, 148, 1, 148, 1, 148, 1, 148, 1, 148, 1, 148","0.8024, 0.6944, 0.8024, 0.6944, 0.8024, 0.6944, 0.8024, 0.6944, 0.8024, 0.6944, 0.8024, 0.6944",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1031"",""VCuO4"")",0,"orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic","74, 74, 74, 74, 74, 74","0.1484, 0.1484, 0.1484, 0.1484, 0.1484, 0.1484",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1035"",""V2CuO6"")",0,"triclinic, monoclinic, triclinic, monoclinic, triclinic, monoclinic, triclinic, monoclinic, triclinic, monoclinic, triclinic, monoclinic","2, 12, 2, 12, 2, 12, 2, 12, 2, 12, 2, 12","0.092, 0.001, 0.092, 0.001, 0.092, 0.001, 0.092, 0.001, 0.092, 0.001, 0.092, 0.001",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1039"",""V2Cu2O7"")",0,"monoclinic, triclinic, orthorhombic, monoclinic, monoclinic, triclinic, orthorhombic, monoclinic, monoclinic, triclinic, orthorhombic, monoclinic, monoclinic, triclinic, orthorhombic, monoclinic, monoclinic, triclinic, orthorhombic, monoclinic, monoclinic, triclinic, orthorhombic, monoclinic","15, 2, 43, 15, 15, 2, 43, 15, 15, 2, 43, 15, 15, 2, 43, 15, 15, 2, 43, 15, 15, 2, 43, 15","0, 0.026, 0, 0.0049, 0, 0.026, 0, 0.0049, 0, 0.026, 0, 0.0049, 0, 0.026, 0, 0.0049, 0, 0.026, 0, 0.0049, 0, 0.026, 0, 0.0049",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1043"",""V6CuO15"")",0,"triclinic, triclinic, triclinic, triclinic, triclinic, triclinic","1, 1, 1, 1, 1, 1","0.3578, 0.3578, 0.3578, 0.3578, 0.3578, 0.3578",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1047"",""V6Cu2O15"")",0,"triclinic, triclinic, triclinic, triclinic, triclinic, triclinic","2, 2, 2, 2, 2, 2","0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1051"",""V8CuO20"")",0,"triclinic, triclinic, triclinic, triclinic, triclinic, triclinic","1, 1, 1, 1, 1, 1","0.5266, 0.5266, 0.5266, 0.5266, 0.5266, 0.5266",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1055"",""V12Cu2O29"")",0,"triclinic, triclinic, triclinic, triclinic, triclinic, triclinic","1, 1, 1, 1, 1, 1","0.5737, 0.5737, 0.5737, 0.5737, 0.5737, 0.5737",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1059"",""V5CuO12"")",0,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","5, 5, 5, 5, 5, 5","0.4964, 0.4964, 0.4964, 0.4964, 0.4964, 0.4964",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1063"",""V3CuO8"")",0,"cubic, monoclinic, cubic, monoclinic, cubic, monoclinic, cubic, monoclinic, cubic, monoclinic, cubic, monoclinic","198, 8, 198, 8, 198, 8, 198, 8, 198, 8, 198, 8","0.8437, 0, 0.8437, 0, 0.8437, 0, 0.8437, 0, 0.8437, 0, 0.8437, 0",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1067"",""V18Cu20O57"")",0,"triclinic, triclinic, triclinic, triclinic, triclinic, triclinic","2, 2, 2, 2, 2, 2","0.0804, 0.0804, 0.0804, 0.0804, 0.0804, 0.0804",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1071"",""V7O3"")",0,"0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443, 0.1443","77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706, 77706","200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243, 200243",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A1075"",""V16O3"")",1,"0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396, 0.0396","77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707, 77707",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",,,,,,,,,,,,,,,,,,,,,
